customer_id,signup_date,city,country,device_type,operating_system,referral_source,funnel_stage_reached, order_value ,discount_used,last_active_timestamp,session_duration_seconds
CUST-00155,29/10/2024,Chicago,United States,Mobile,Android,Instagram Ads,Checkout,,No,01/11/2024 01:05,1115
CUST-01376,15/01/2024,Manchester,United Kingdom,Mobile,iOS,Instagram Ads,Added to Cart,,No,25/01/2024 04:12,1344
CUST-01361,25/10/2024,Leeds,United Kingdom,Tablet,Android,Referral,Added to Cart,,No,29/10/2024 19:45,1748
CUST-00463,16/08/2024,Leeds,United Kingdom,Mobile,iOS,Email Campaign,Purchased,433.19 ,No,02/09/2024 11:03,1352
CUST-00980,26/01/2024,Chicago,United States,Mobile,iOS,Google Search,Viewed,,No,28/01/2024 06:08,499
CUST-01081,02/04/2024,London,United Kingdom,Tablet,iPadOS,Direct,Added to Cart,,No,05/04/2024 08:13,749
CUST-00687,10/11/2024,New York,United States,Tablet,iPadOS,Direct,Checkout,,No,25/11/2024 19:31,
CUST-01033,06/11/2024,Melbourne,Australia,Desktop,Windows,Direct,Viewed,,No,14/11/2024 02:39,1447
CUST-00494,23/07/2024,Paris,France,Desktop,macOS,Affiliate,Viewed,,No,24/07/2024 18:01,949
CUST-00725,02/05/2024,Leeds,United Kingdom,Desktop,macOS,Google Search,Added to Cart,,No,07/05/2024 11:22,959
CUST-01039,20/09/2024,Birmingham,United Kingdom,Mobile,Android,Facebook Ads,Added to Cart,,No,08/10/2024 19:46,1552
CUST-00312,06/11/2024,New York,United States,Mobile,Android,Instagram Ads,Viewed,,No,23/11/2024 11:38,975
CUST-00789,04/11/2024,Chicago,United States,Tablet,iPadOS,Affiliate,Viewed,,No,16/11/2024 00:39,505
CUST-00419,16/06/2024,London,United Kingdom,Desktop,Windows,Email Campaign,Added to Cart,,No,06/07/2024 02:15,421
CUST-00582,17/11/2024,London,United Kingdom,Mobile,iOS,Email Campaign,Added to Cart,,No,27/11/2024 10:06,154
CUST-01341,27/01/2024,New York,United States,Mobile,iOS,Referral,Checkout,,No,28/01/2024 06:44,928
CUST-01592,08/11/2024,Manchester,United Kingdom,Tablet,iPadOS,Referral,Viewed,,No,29/11/2024 02:02,151
CUST-00876,10/12/2024,Paris,France,Desktop,macOS,Email Campaign,Added to Cart,,No,15/12/2024 02:53,1729
CUST-00032,26/08/2024,Leeds,United Kingdom,Desktop,Windows,Direct,Viewed,,No,26/08/2024 18:08,1726
CUST-01392,12/10/2024,New York,United States,Desktop,Windows,Facebook Ads,Checkout,,No,18/10/2024 16:09,983
CUST-00622,11/09/2024,Sydney,Australia,Desktop,macOS,Google Search,Viewed,,No,13/09/2024 08:07,935
CUST-01463,07/02/2024,London,United Kingdom,Mobile,Android,Email Campaign,Added to Cart,,No,27/02/2024 00:36,334
CUST-01388,18/02/2024,London,United Kingdom,Desktop,Windows,Google Search,Added to Cart,,No,22/02/2024 21:09,1225
CUST-01787,20/01/2024,New York,United States,Mobile,iOS,Google Search,Viewed,,No,29/01/2024 22:35,905
CUST-01161,13/05/2024,Los Angeles,United States,Mobile,Android,Instagram Ads,Viewed,,No,15/05/2024 08:07,774
CUST-00974,14/01/2024,Toronto,Canada,Tablet,Android,Facebook Ads,Viewed,,No,27/01/2024 11:44,943
CUST-00338,11/01/2024,Berlin,Germany,Mobile,iOS,Facebook Ads,Checkout,,No,04/11/2024 17:47,1198
CUST-01403,03/01/2024,Toronto,Canada,Tablet,Android,Direct,Added to Cart,,No,17/01/2024 13:14,737
CUST-00368,09/11/2024,Dublin,Ireland,Mobile,Android,Facebook Ads,Added to Cart,,No,19/11/2024 02:11,
CUST-01120,19/01/2024,Toronto,Canada,Mobile,Android,Email Campaign,Viewed,,No,28/01/2024 13:03,
CUST-00020,03/07/2024,Birmingham,United Kingdom,Tablet,iPadOS,Affiliate,Viewed,,No,28/03/2024 02:11,1207
CUST-00462,11/06/2024,Sydney,Australia,Mobile,Android,Referral,Added to Cart,,No,02/07/2024 05:55,1623
CUST-00283,29/07/2024,Toronto,Canada,Mobile,Android,Google Search,Viewed,,No,04/08/2024 10:24,1580
CUST-00422,18/08/2024,Melbourne,Australia,Mobile,Android,Facebook Ads,Added to Cart,,No,26/08/2024 13:02,210
CUST-01705,10/02/2024,Manchester,United Kingdom,Mobile,iOS,Facebook Ads,Added to Cart,,No,01/03/2024 09:27,1035
CUST-00367,18/05/2024,Manchester,United Kingdom,Mobile,iOS,Affiliate,Checkout,,No,03/06/2024 12:21,336
CUST-00409,16/03/2024,Los Angeles,United States,Desktop,Windows,Direct,Added to Cart,,No,25/03/2024 03:45,540
CUST-00091,02/02/2024,Dublin,Ireland,Mobile,iOS,Referral,Viewed,,No,02/02/2024 04:02,1375
CUST-00047,11/01/2024,London,United Kingdom,Mobile,iOS,Referral,Purchased,291.13 ,No,18/01/2024 19:48,1771
CUST-00730,06/03/2024,Los Angeles,United States,Desktop,Windows,Instagram Ads,Viewed,,No,12/03/2024 16:20,1491
CUST-00295,21/01/2024,London,United Kingdom,Mobile,Android,Referral,Added to Cart,,No,01/02/2024 07:33,1158
CUST-00012,19/10/2024,New York,United States,Tablet,iPadOS,Direct,Purchased,193.83 ,No,21/10/2024 22:58,1779
CUST-00403,24/01/2024,Toronto,Canada,Mobile,iOS,Email Campaign,Checkout,,No,07/02/2024 06:40,1228
CUST-01098,16/10/2024,London,United Kingdom,Mobile,iOS,Direct,Viewed,,No,18/10/2024 21:00,389
CUST-01480,04/12/2024,New York,United States,Mobile,Android,Direct,Viewed,,No,11/12/2024 23:35,1621
CUST-00330,20/02/2024,Leeds,United Kingdom,Mobile,iOS,Direct,Added to Cart,,No,11/03/2024 15:47,193
CUST-01457,26/05/2024,Los Angeles,United States,Tablet,iPadOS,Direct,Added to Cart,,No,13/06/2024 13:29,1686
CUST-00605,08/04/2024,Chicago,United States,Mobile,Android,Direct,Added to Cart,,No,08/08/2024 10:42,854
CUST-00603,19/03/2024,Manchester,United Kingdom,Mobile,Android,Facebook Ads,Checkout,,No,29/03/2024 13:52,1144
CUST-01713,02/06/2024,New York,United States,Desktop,Windows,Google Search,Purchased,316.50 ,Yes,23/06/2024 03:26,1337
CUST-00103,25/05/2024,Leeds,United Kingdom,Tablet,Android,Instagram Ads,Purchased,272.44 ,Yes,07/06/2024 09:52,1705
CUST-00299,21/05/2024,Dublin,Ireland,Mobile,iOS,Facebook Ads,Purchased,401.99 ,Yes,23/05/2024 19:09,173
CUST-01180,14/11/2024,London,United Kingdom,Desktop,Windows,Direct,Added to Cart,,No,18/11/2024 13:48,1117
CUST-01166,20/10/2024,Leeds,United Kingdom,Mobile,iOS,Instagram Ads,Purchased,44.46 ,No,05/11/2024 20:55,911
CUST-00688,03/01/2024,Leeds,United Kingdom,Mobile,Android,Affiliate,Checkout,,No,17/01/2024 00:21,
CUST-00920,05/06/2024,Birmingham,United Kingdom,Mobile,iOS,Affiliate,Viewed,,No,10/05/2024 17:59,1784
CUST-00173,10/08/2024,London,United Kingdom,Desktop,Windows,Google Search,Added to Cart,,No,30/08/2024 11:13,1491
CUST-00843,14/04/2024,Berlin,Germany,Mobile,iOS,Facebook Ads,Added to Cart,,No,14/04/2024 15:22,456
CUST-01350,25/05/2024,Manchester,United Kingdom,Desktop,macOS,Affiliate,Added to Cart,,No,26/05/2024 22:18,392
CUST-01615,07/08/2024,Manchester,United Kingdom,Desktop,Windows,Instagram Ads,Viewed,,No,08/08/2024 03:18,1030
CUST-00372,19/12/2024,London,United Kingdom,Desktop,Windows,Direct,Viewed,,No,07/01/2025 06:07,1396
CUST-00194,09/09/2024,Dublin,Ireland,Desktop,Windows,Facebook Ads,Viewed,,No,11/09/2024 02:47,229
CUST-00059,27/04/2024,New York,United States,Mobile,Android,Instagram Ads,Viewed,,No,11/05/2024 16:06,1201
CUST-01202,30/05/2024,London,United Kingdom,Tablet,Android,Referral,Viewed,,No,09/06/2024 16:43,86
CUST-00145,24/02/2024,London,United Kingdom,Desktop,Windows,Email Campaign,Viewed,,No,02/03/2024 07:55,1232
CUST-01072,02/11/2024,New York,United States,Mobile,iOS,Instagram Ads,Checkout,,No,13/11/2024 21:40,324
CUST-00208,06/05/2024,Sydney,Australia,Desktop,Windows,Email Campaign,Purchased,269.25 ,No,26/06/2024 13:24,593
CUST-00475,22/06/2024,Melbourne,Australia,Tablet,Android,Email Campaign,Viewed,,No,05/07/2024 15:41,1188
CUST-01126,31/10/2024,London,United Kingdom,Desktop,Windows,Google Search,Viewed,,No,08/11/2024 01:18,31
CUST-00395,30/06/2024,Leeds,United Kingdom,Tablet,Android,Instagram Ads,Added to Cart,,No,02/07/2024 21:49,605
CUST-00485,13/02/2024,Paris,France,Desktop,macOS,Instagram Ads,Viewed,,No,23/02/2024 00:44,1033
CUST-00139,24/01/2024,Dublin,Ireland,Mobile,iOS,Google Search,Viewed,,No,05/02/2024 14:42,830
CUST-00042,24/01/2024,Los Angeles,United States,Mobile,iOS,Referral,Purchased,206.60 ,No,13/02/2024 02:59,1022
CUST-00210,12/06/2024,Berlin,Germany,Desktop,Windows,Instagram Ads,Viewed,,No,12/06/2024 23:05,1420
CUST-00062,26/10/2024,Manchester,United Kingdom,Mobile,Android,Referral,Added to Cart,,No,27/10/2024 21:52,851
CUST-01309,03/06/2024,Berlin,Germany,Desktop,macOS,Google Search,Viewed,,No,08/03/2024 19:25,886
CUST-01605,25/05/2024,Toronto,Canada,Tablet,Android,Direct,Added to Cart,,No,03/06/2024 15:13,1330
CUST-01465,20/02/2024,Manchester,United Kingdom,Mobile,Android,Google Search,Viewed,,No,08/03/2024 13:08,965
CUST-01655,25/07/2024,Berlin,Germany,Mobile,iOS,Facebook Ads,Viewed,,No,13/08/2024 03:02,1242
CUST-00900,07/06/2024,New York,United States,Tablet,iPadOS,Google Search,Viewed,,No,19/06/2024 23:53,273
CUST-01676,26/02/2024,Dublin,Ireland,Desktop,macOS,Facebook Ads,Added to Cart,,No,04/03/2024 23:57,1342
CUST-00941,06/12/2024,London,United Kingdom,Desktop,macOS,Google Search,Viewed,,No,10/12/2024 01:52,1619
CUST-00095,04/03/2024,Toronto,Canada,Tablet,iPadOS,Direct,Checkout,,No,06/03/2024 07:23,1699
CUST-00190,13/04/2024,Birmingham,United Kingdom,Desktop,macOS,Facebook Ads,Added to Cart,,No,24/04/2024 09:45,1371
CUST-01317,27/03/2024,New York,United States,Mobile,Android,Email Campaign,Viewed,,No,27/03/2024 11:55,923
CUST-01660,09/03/2024,Chicago,United States,Desktop,Windows,Instagram Ads,Viewed,,No,19/09/2024 08:40,223
CUST-01304,19/03/2024,Toronto,Canada,Mobile,iOS,Facebook Ads,Viewed,,No,26/03/2024 13:37,1047
CUST-00404,06/05/2024,Birmingham,United Kingdom,Mobile,iOS,Affiliate,Added to Cart,,No,05/06/2024 14:10,788
CUST-00561,28/11/2024,Toronto,Canada,Desktop,macOS,Facebook Ads,Viewed,,No,17/12/2024 15:39,1686
CUST-00718,24/08/2024,Manchester,United Kingdom,Mobile,Android,Instagram Ads,Purchased,331.75 ,No,02/09/2024 20:48,1157
CUST-01114,06/09/2024,Manchester,United Kingdom,Tablet,Android,Facebook Ads,Added to Cart,,No,06/09/2024 15:08,276
CUST-01096,12/02/2024,Paris,France,Desktop,Windows,Facebook Ads,Viewed,,No,29/02/2024 07:38,811
CUST-01012,06/06/2024,Manchester,United Kingdom,Tablet,iPadOS,Direct,Viewed,,No,23/06/2024 14:42,1184
CUST-01609,27/04/2024,Los Angeles,United States,Mobile,iOS,Google Search,Viewed,,No,09/05/2024 16:38,1114
CUST-00147,15/10/2024,Dublin,Ireland,Mobile,iOS,Affiliate,Added to Cart,,No,21/10/2024 12:16,852
CUST-01711,11/04/2024,Chicago,United States,Tablet,Android,Google Search,Viewed,,No,02/05/2024 06:21,173
CUST-00946,09/01/2024,Birmingham,United Kingdom,Mobile,iOS,Facebook Ads,Added to Cart,,No,27/01/2024 17:44,1527
CUST-01561,14/09/2024,Los Angeles,United States,Mobile,iOS,Facebook Ads,Added to Cart,,No,22/09/2024 07:31,374
CUST-00165,20/05/2024,New York,United States,Mobile,Android,Email Campaign,Viewed,,No,02/06/2024 11:23,894
CUST-01485,30/03/2024,Paris,France,Mobile,iOS,Facebook Ads,Added to Cart,,No,14/04/2024 15:44,830
CUST-00662,17/08/2024,Manchester,United Kingdom,Tablet,Android,Instagram Ads,Viewed,,No,23/08/2024 04:14,851
CUST-01495,31/01/2024,New York,United States,Mobile,Android,Facebook Ads,Added to Cart,,No,13/02/2024 15:40,518
CUST-00833,08/10/2024,Toronto,Canada,Mobile,iOS,Email Campaign,Viewed,,No,23/08/2024 00:31,1483
CUST-01468,26/05/2024,Manchester,United Kingdom,Mobile,Android,Email Campaign,Checkout,,No,02/06/2024 07:09,1370
CUST-01328,04/11/2024,New York,United States,Tablet,iPadOS,Affiliate,Added to Cart,,No,22/11/2024 01:34,948
CUST-00308,21/01/2024,Los Angeles,United States,Desktop,macOS,Referral,Purchased,169.59 ,Yes,27/01/2024 06:00,1683
CUST-00118,20/01/2024,Birmingham,United Kingdom,Mobile,iOS,Direct,Viewed,,No,20/01/2024 10:22,701
CUST-01154,02/06/2024,Chicago,United States,Desktop,Windows,Referral,Viewed,,No,22/06/2024 00:32,626
CUST-00085,23/06/2024,New York,United States,Mobile,iOS,Google Search,Added to Cart,,No,30/06/2024 21:42,385
CUST-01685,07/07/2024,Paris,France,Desktop,Windows,Google Search,Viewed,,No,15/07/2024 12:51,1758
CUST-01411,02/01/2024,Manchester,United Kingdom,Desktop,macOS,Referral,Viewed,,No,11/01/2024 17:14,359
CUST-01258,13/03/2024,Toronto,Canada,Tablet,Android,Facebook Ads,Added to Cart,,No,29/03/2024 21:13,653
CUST-00332,04/10/2024,Chicago,United States,Desktop,Windows,Google Search,Viewed,,No,06/10/2024 00:45,923
CUST-01013,22/10/2024,Manchester,United Kingdom,Mobile,iOS,Direct,Viewed,,No,03/11/2024 22:08,693
CUST-01594,18/12/2024,New York,United States,Mobile,iOS,Direct,Viewed,,No,23/12/2024 22:27,207
CUST-01187,28/07/2024,London,United Kingdom,Mobile,iOS,Facebook Ads,Purchased,99.13 ,Yes,28/07/2024 01:45,382
CUST-00380,10/06/2024,Los Angeles,United States,Tablet,iPadOS,Email Campaign,Viewed,,No,21/10/2024 10:28,300
CUST-00681,13/04/2024,Berlin,Germany,Desktop,Windows,Email Campaign,Purchased,225.26 ,No,13/04/2024 11:37,1577
CUST-00529,08/03/2024,London,United Kingdom,Desktop,Windows,Direct,Viewed,,No,18/03/2024 18:46,1662
CUST-00507,08/04/2024,Leeds,United Kingdom,Mobile,iOS,Facebook Ads,Added to Cart,,No,09/04/2024 17:53,1492
CUST-01225,12/11/2024,Chicago,United States,Tablet,Android,Email Campaign,Viewed,,No,25/11/2024 14:11,1347
CUST-01092,08/11/2024,Birmingham,United Kingdom,Mobile,Android,Direct,Viewed,,No,14/11/2024 01:40,876
CUST-01473,08/03/2024,London,United Kingdom,Tablet,Android,Direct,Viewed,,No,23/08/2024 21:33,1391
CUST-01508,26/01/2024,Paris,France,Desktop,Windows,Google Search,Checkout,,No,31/01/2024 06:51,795
CUST-00673,08/09/2024,Leeds,United Kingdom,Mobile,iOS,Facebook Ads,Purchased,292.41 ,No,27/09/2024 13:18,1383
CUST-01359,28/05/2024,New York,United States,Desktop,Windows,Referral,Added to Cart,,No,11/06/2024 00:14,1756
CUST-00806,02/04/2024,Leeds,United Kingdom,Desktop,Windows,Affiliate,Viewed,,No,11/04/2024 05:07,518
CUST-00887,02/09/2024,Toronto,Canada,Tablet,Android,Affiliate,Added to Cart,,No,16/02/2024 22:46,37
CUST-01395,26/11/2024,Manchester,United Kingdom,Tablet,Android,Google Search,Viewed,,No,09/12/2024 15:20,1051
CUST-00685,23/03/2024,Birmingham,United Kingdom,Mobile,Android,Direct,Viewed,,No,03/04/2024 07:55,301
CUST-00627,20/02/2024,Los Angeles,United States,Mobile,iOS,Affiliate,Added to Cart,,No,23/02/2024 06:30,190
CUST-00867,14/06/2024,Leeds,United Kingdom,Desktop,macOS,Email Campaign,Checkout,,No,23/06/2024 09:43,300
CUST-00503,01/10/2024,New York,United States,Mobile,Android,Email Campaign,Viewed,,No,05/10/2024 13:43,153
CUST-01501,05/07/2024,Toronto,Canada,Desktop,macOS,Direct,Viewed,,No,17/05/2024 02:48,585
CUST-00748,03/04/2024,Chicago,United States,Tablet,iPadOS,Referral,Viewed,,No,16/04/2024 05:35,
CUST-01311,21/02/2024,Los Angeles,United States,Mobile,Android,Facebook Ads,Checkout,,No,02/03/2024 19:11,1776
CUST-00703,05/01/2024,Berlin,Germany,Desktop,macOS,Email Campaign,Viewed,,No,11/01/2024 17:46,59
CUST-00414,15/12/2024,Manchester,United Kingdom,Desktop,macOS,Referral,Viewed,,No,04/01/2025 23:58,126
CUST-01382,03/07/2024,Los Angeles,United States,Mobile,Android,Google Search,Purchased,39.63 ,No,23/03/2024 03:31,670
CUST-00203,01/11/2024,Los Angeles,United States,Desktop,Windows,Referral,Viewed,,No,17/01/2024 21:18,1507
CUST-01647,01/06/2024,Sydney,Australia,Tablet,iPadOS,Referral,Added to Cart,,No,13/06/2024 09:22,589
CUST-00469,18/10/2024,Birmingham,United Kingdom,Tablet,Android,Google Search,Viewed,,No,21/10/2024 11:12,1767
CUST-01458,12/03/2024,Los Angeles,United States,Mobile,iOS,Google Search,Added to Cart,,No,26/03/2024 13:18,613
CUST-01544,19/07/2024,Berlin,Germany,Desktop,Windows,Google Search,Viewed,,No,02/08/2024 15:46,480
CUST-01130,03/03/2024,Toronto,Canada,Mobile,iOS,Google Search,Viewed,,No,15/03/2024 11:02,590
CUST-01437,13/07/2024,Toronto,Canada,Desktop,Windows,Email Campaign,Added to Cart,,No,22/07/2024 15:56,204
CUST-00809,24/03/2024,Dublin,Ireland,Desktop,Windows,Google Search,Viewed,,No,11/04/2024 17:06,315
CUST-01268,24/05/2024,Manchester,United Kingdom,Mobile,Android,Referral,Viewed,,No,30/05/2024 06:24,643
CUST-00707,10/07/2024,Birmingham,United Kingdom,Desktop,macOS,Facebook Ads,Added to Cart,,No,18/07/2024 00:10,211
CUST-01396,13/11/2024,London,United Kingdom,Desktop,Windows,Google Search,Checkout,,No,16/11/2024 06:28,795
CUST-01610,16/08/2024,London,United Kingdom,Mobile,iOS,Email Campaign,Added to Cart,,No,31/08/2024 05:31,785
CUST-00329,27/02/2024,Leeds,United Kingdom,Mobile,Android,Direct,Added to Cart,,No,18/03/2024 05:37,1603
CUST-01160,27/09/2024,Leeds,United Kingdom,Desktop,macOS,Affiliate,Added to Cart,,No,17/10/2024 22:39,1189
CUST-00563,21/07/2024,New York,United States,Desktop,Windows,Email Campaign,Added to Cart,,No,25/07/2024 03:40,1508
CUST-01552,27/08/2024,Berlin,Germany,Mobile,iOS,Affiliate,Added to Cart,,No,08/09/2024 15:16,1160
CUST-01523,20/04/2024,Berlin,Germany,Tablet,iPadOS,Referral,Added to Cart,,No,02/05/2024 09:53,1264
CUST-00254,13/08/2024,London,United Kingdom,Tablet,Android,Instagram Ads,Purchased,302.58 ,No,15/08/2024 16:01,1224
CUST-00230,12/03/2024,New York,United States,Mobile,Android,Google Search,Added to Cart,,No,29/03/2024 06:53,863
CUST-00663,21/10/2024,Birmingham,United Kingdom,Tablet,iPadOS,Facebook Ads,Checkout,,No,09/11/2024 06:59,
CUST-00788,13/08/2024,Manchester,United Kingdom,Tablet,iPadOS,Facebook Ads,Viewed,,No,15/08/2024 13:27,357
CUST-01178,04/04/2024,Berlin,Germany,Desktop,macOS,Google Search,Purchased,50.04 ,Yes,07/04/2024 16:28,1500
CUST-01378,12/06/2024,Los Angeles,United States,Desktop,Windows,Email Campaign,Checkout,,No,25/06/2024 20:24,1733
CUST-01601,18/05/2024,Leeds,United Kingdom,Desktop,Windows,Referral,Purchased,220.60 ,No,29/05/2024 19:55,1513
CUST-01061,13/10/2024,London,United Kingdom,Mobile,iOS,Affiliate,Viewed,,No,01/11/2024 07:39,291
CUST-01176,14/08/2024,Paris,France,Tablet,Android,Referral,Added to Cart,,No,23/08/2024 21:40,
CUST-00121,13/05/2024,New York,United States,Mobile,iOS,Facebook Ads,Checkout,,No,02/06/2024 12:47,288
CUST-01786,28/02/2024,Dublin,Ireland,Desktop,Windows,Google Search,Added to Cart,,No,04/03/2024 09:31,
CUST-01298,15/08/2024,Dublin,Ireland,Mobile,iOS,Affiliate,Added to Cart,,No,16/08/2024 22:46,1269
CUST-00590,23/10/2024,Chicago,United States,Desktop,macOS,Facebook Ads,Added to Cart,,No,30/10/2024 16:26,553
CUST-00251,05/12/2024,Birmingham,United Kingdom,Tablet,Android,Google Search,Checkout,,No,06/12/2024 04:41,556
CUST-01449,28/01/2024,New York,United States,Desktop,Windows,Direct,Viewed,,No,11/02/2024 23:14,490
CUST-00891,04/09/2024,Melbourne,Australia,Mobile,iOS,Referral,Added to Cart,,No,14/09/2024 02:24,1682
CUST-01076,04/09/2024,Dublin,Ireland,Mobile,iOS,Google Search,Checkout,,No,04/09/2024 11:03,951
CUST-00088,04/03/2024,Birmingham,United Kingdom,Desktop,Windows,Direct,Viewed,,No,24/03/2024 14:22,69
CUST-01588,30/04/2024,Dublin,Ireland,Mobile,Android,Google Search,Checkout,,No,17/05/2024 10:45,157
CUST-01348,10/02/2024,Toronto,Canada,Desktop,Windows,Facebook Ads,Viewed,,No,29/02/2024 12:23,1182
CUST-00331,22/02/2024,London,United Kingdom,Desktop,Windows,Google Search,Purchased,351.16 ,Yes,28/02/2024 14:57,
CUST-01193,21/12/2024,Sydney,Australia,Tablet,Android,Instagram Ads,Checkout,,No,07/01/2025 16:01,1440
CUST-01137,07/04/2024,Birmingham,United Kingdom,Mobile,iOS,Email Campaign,Added to Cart,,No,10/04/2024 13:00,731
CUST-01211,04/12/2024,Leeds,United Kingdom,Mobile,iOS,Email Campaign,Added to Cart,,No,15/04/2024 00:27,155
CUST-00423,30/04/2024,London,United Kingdom,Mobile,iOS,Instagram Ads,Checkout,,No,01/05/2024 14:08,709
CUST-01132,20/12/2024,Chicago,United States,Mobile,iOS,Instagram Ads,Viewed,,No,02/01/2025 02:15,400
CUST-00033,06/10/2024,Berlin,Germany,Mobile,Android,Instagram Ads,Purchased,330.02 ,No,18/10/2024 06:57,1372
CUST-01391,27/08/2024,Leeds,United Kingdom,Mobile,Android,Direct,Viewed,,No,16/09/2024 11:59,
CUST-00690,24/09/2024,Chicago,United States,Desktop,Windows,Referral,Purchased,54.73 ,Yes,05/10/2024 00:23,121
CUST-01172,05/09/2024,Melbourne,Australia,Mobile,Android,Google Search,Checkout,,No,06/09/2024 06:04,1147
CUST-01636,05/03/2024,Berlin,Germany,Desktop,macOS,Direct,Added to Cart,,No,16/03/2024 11:31,1652
CUST-01082,24/09/2024,Birmingham,United Kingdom,Desktop,Windows,Facebook Ads,Checkout,,No,11/10/2024 14:01,256
CUST-01399,26/09/2024,Leeds,United Kingdom,Tablet,iPadOS,Referral,Viewed,,No,10/10/2024 05:08,802
CUST-01700,27/05/2024,Chicago,United States,Mobile,Android,Facebook Ads,Added to Cart,,No,04/06/2024 12:21,1099
CUST-00269,03/05/2024,New York,United States,Mobile,Android,Instagram Ads,Viewed,,No,05/05/2024 15:39,1373
CUST-00630,23/08/2024,London,United Kingdom,Desktop,Windows,Facebook Ads,Purchased,315.41 ,Yes,06/09/2024 10:58,1166
CUST-01327,01/02/2024,New York,United States,Tablet,Android,Email Campaign,Viewed,,No,23/01/2024 00:41,585
CUST-00921,27/07/2024,New York,United States,Mobile,Android,Referral,Purchased,98.73 ,Yes,04/08/2024 15:11,525
CUST-01145,07/08/2024,London,United Kingdom,Desktop,macOS,Email Campaign,Checkout,,No,11/08/2024 21:44,1663
CUST-01038,18/12/2024,Los Angeles,United States,Mobile,Android,Direct,Viewed,,No,06/01/2025 14:45,300
CUST-00783,21/07/2024,Los Angeles,United States,Tablet,Android,Email Campaign,Added to Cart,,No,01/08/2024 19:50,123
CUST-01167,01/09/2024,Toronto,Canada,Desktop,macOS,Instagram Ads,Viewed,,No,15/09/2024 14:11,369
CUST-01232,20/08/2024,Manchester,United Kingdom,Tablet,iPadOS,Instagram Ads,Viewed,,No,31/08/2024 23:56,1733
CUST-00548,04/03/2024,Manchester,United Kingdom,Desktop,Windows,Instagram Ads,Purchased,248.35 ,Yes,18/03/2024 17:44,903
CUST-00915,23/09/2024,Manchester,United Kingdom,Tablet,iPadOS,Referral,Viewed,,No,11/10/2024 03:26,518
CUST-00782,28/11/2024,Berlin,Germany,Mobile,iOS,Facebook Ads,Viewed,,No,03/12/2024 11:05,1457
CUST-01016,20/12/2024,Toronto,Canada,Mobile,iOS,Instagram Ads,Viewed,,No,07/01/2025 09:33,633
CUST-00899,18/12/2024,Toronto,Canada,Desktop,macOS,Google Search,Viewed,,No,24/12/2024 22:19,871
CUST-00291,17/10/2024,Toronto,Canada,Desktop,macOS,Direct,Added to Cart,,No,20/10/2024 13:47,766
CUST-00167,15/02/2024,Chicago,United States,Desktop,macOS,Email Campaign,Added to Cart,,No,26/02/2024 10:43,734
CUST-01526,26/01/2024,Berlin,Germany,Mobile,Android,Facebook Ads,Viewed,,No,10/02/2024 03:09,1712
CUST-01541,07/02/2024,Melbourne,Australia,Mobile,Android,Direct,Added to Cart,,No,10/02/2024 09:35,205
CUST-00183,08/10/2024,Melbourne,Australia,Mobile,Android,Google Search,Checkout,,No,25/10/2024 22:05,1335
CUST-00192,25/12/2024,London,United Kingdom,Mobile,iOS,Email Campaign,Viewed,,No,28/12/2024 20:51,669
CUST-01444,27/12/2024,Toronto,Canada,Mobile,iOS,Facebook Ads,Checkout,,No,11/01/2025 00:08,
CUST-00811,25/06/2024,Toronto,Canada,Mobile,Android,Google Search,Purchased,63.27 ,No,01/07/2024 17:22,1028
CUST-01755,30/06/2024,Chicago,United States,Tablet,iPadOS,Google Search,Viewed,,No,14/07/2024 16:11,946
CUST-00442,25/01/2024,New York,United States,Desktop,macOS,Google Search,Added to Cart,,No,03/02/2024 04:39,473
CUST-00271,01/09/2024,Paris,France,Desktop,macOS,Direct,Viewed,,No,16/09/2024 16:41,
CUST-00528,03/12/2024,Dublin,Ireland,Desktop,Windows,Email Campaign,Added to Cart,,No,04/12/2024 17:47,1450
CUST-00995,24/06/2024,Toronto,Canada,Mobile,Android,Instagram Ads,Viewed,,No,02/07/2024 14:17,553
CUST-01221,12/11/2024,Birmingham,United Kingdom,Mobile,Android,Direct,Purchased,417.21 ,Yes,14/11/2024 20:54,57
CUST-01068,07/01/2024,Paris,France,Mobile,Android,Direct,Added to Cart,,No,10/01/2024 17:18,751
CUST-00624,26/06/2024,London,United Kingdom,Tablet,iPadOS,Google Search,Checkout,,No,02/07/2024 13:30,
CUST-00390,13/10/2024,Dublin,Ireland,Tablet,Android,Facebook Ads,Added to Cart,,No,24/10/2024 03:20,1688
CUST-00352,03/03/2024,Manchester,United Kingdom,Desktop,Windows,Affiliate,Viewed,,No,07/03/2024 02:22,170
CUST-01667,31/12/2024,Manchester,United Kingdom,Tablet,iPadOS,Facebook Ads,Added to Cart,,No,10/01/2025 09:39,1748
CUST-00993,30/10/2024,Manchester,United Kingdom,Desktop,macOS,Email Campaign,Checkout,,No,18/11/2024 01:20,1187
CUST-01121,07/04/2024,Toronto,Canada,Mobile,iOS,Direct,Viewed,,No,27/04/2024 19:42,1377
CUST-00892,16/06/2024,Paris,France,Desktop,Windows,Instagram Ads,Purchased,423.87 ,No,25/06/2024 10:10,1782
CUST-00661,04/05/2024,Melbourne,Australia,Desktop,macOS,Facebook Ads,Viewed,,No,06/05/2024 05:10,756
CUST-00410,02/05/2024,Leeds,United Kingdom,Mobile,iOS,Instagram Ads,Viewed,,No,14/05/2024 02:08,428
