customer_id,signup_date,location,device_os,referral_source,funnel_stage_reached,order_value,discount_used,last_active_timestamp,session_duration_seconds
CUST-00419,16/06/2024,LONDON;United Kingdom,desktop-windows,Email  Campaign,added to cart,,N,06/07/2024 02:15,421
CUST-00582,2024-11-17,London;United Kingdom,mobile-ios,Email Campaign,Added to Cart,NULL,N,11/27/2024 10:06 AM,154
CUST-01341,"Jan 27, 2024",new york;United States,mobile-ios,referral,Checkout,,0,28/01/2024 06:44,928
CUST-01592,08/11/2024,Manchester;United Kingdom,Tablet-iPadOS,Referral,viewed,n/a,false,2024-11-29 02:02:24,151
CUST-00876,"Dec 10, 2024",Paris;France,Desktop-macOS,email campaign,Added to cart ,NULL,FALSE,12/15/2024 02:53 AM,1729
CUST-00032,2024-08-26,Leeds;United Kingdom,desktop-windows,Direct,Viewed,NULL,0,08/26/2024 06:08 PM,1726
cust-01392,2024-10-12,New York;United States,desktop-windows,facebook ads,CHECKOUT,N/A,false,2024-10-18 16:09:43,983
CUST-00622,11/09/2024,Sydney;Australia,Desktop-macOS,Google  Search,viewed,NULL,false,09/13/2024 08:07 AM,935
CUST-01463,07-Feb-2024,london;United Kingdom,MOBILE-ANDROID,Email Campaign,added to cart,n/a,FALSE,02/27/2024 12:36 AM,334
CUST-01388,2024-02-18,LONDON;United Kingdom,desktop-windows,Google  Search,ADDED TO CART,n/a,No,02/22/2024 09:09 PM,1225
CUST-01787,20-Jan-2024,New York;United States,Mobile-iOS,Google  Search,viewed,n/a,No,01/29/2024 10:35 PM,905
CUST-01161,13-May-2024,Los Angeles;United States,MOBILE-ANDROID,instagram ads, Viewed,NULL,No,2024-05-15 08:07:30,774
CUST-00974,2024-01-14,toronto;Canada,Tablet-Android,facebook ads,VIEWED,,no,2024-01-27 11:44:40,943
CUST-00338,11/01/2024,Berlin;Germany,Mobile-iOS,FACEBOOK ADS,Checkout,N/A,false,2024-11-04T17:47:44,1198
CUST-01403,2024-01-03,toronto;Canada,Tablet-Android,DIRECT,Added to cart ,N/A,no,2024-01-17 13:14:57,737
CUST-00368,09-Nov-2024,Dublin;Ireland,MOBILE-ANDROID,FACEBOOK ADS,added to cart,NULL,,11/19/2024 02:11 AM,-55
CUST-01120,"Jan 19, 2024",toronto;Canada,MOBILE-ANDROID,Email Campaign,viewed,N/A,FALSE,01/28/2024 01:03 PM,-83
CUST-00020,03/07/2024,Birmingham;United Kingdom,Tablet-iPadOS,Affiliate,Viewed,,N,28/03/2024 02:11,1207
CUST-00462,11-Jun-2024,Sydney;Australia,Mobile-Android,Referral,Added to Cart,n/a,FALSE,2024-07-02 05:55:25,1623
 CUST-00283,"Jul 29, 2024",toronto;Canada,MOBILE-ANDROID,google search, Viewed,NULL,No,2024-08-04 10:24:32,1580
CUST-00422,08/18/2024,Melbourne;Australia,Mobile-Android,Facebook Ads,Added to cart ,N/A,false,2024-08-26T13:02:27,210
CUST-01705,2024-02-10,manchester;United Kingdom,mobile-ios,Facebook Ads,ADDED TO CART,n/a,no,03/01/2024 09:27 AM,1035
CUST-00367,05/18/2024,manchester;United Kingdom,Mobile-iOS,affiliate , Checkout ,NULL,No,06/03/2024 12:21 PM,336
CUST-00409,16/03/2024,Los Angeles;United States,desktop-windows,direct,Added to Cart,N/A,,03/25/2024 03:45 AM,540
CUST-00091,"Feb 02, 2024",Dublin;Ireland,Mobile-iOS,referral,viewed,n/a,0,02/02/2024 04:02 AM,1375
CUST-00047,11-Jan-2024,london;United Kingdom,mobile-ios,Referral,Purchased , $291.13 ,0,2024-01-18T19:48:45,1771
CUST-00730,06-Mar-2024,Los Angeles;United States,desktop-windows,instagram ads,Viewed,N/A,FALSE,12/03/2024 16:20,1491
CUST-00295,01/21/2024,LONDON;United Kingdom,MOBILE-ANDROID,referral,Added to cart ,N/A,No,01/02/2024 07:33,1158
CUST-00012,"Oct 19, 2024",New York;United States,Tablet-iPadOS,direct,Purchased ,$193.83,false,2024-10-21 22:58:45,1779
CUST-00403,01/24/2024,Toronto;Canada,Mobile-iOS,email campaign, Checkout ,n/a,N,07/02/2024 06:40,1228
CUST-01098,2024-10-16,London;United Kingdom,mobile-ios,direct,Viewed,,no,10/18/2024 09:00 PM,389
CUST-01480,"Dec 04, 2024",new york;United States,MOBILE-ANDROID,Direct,Viewed,n/a,,12/11/2024 11:35 PM,1621
CUST-00330,20/02/2024,Leeds;United Kingdom,Mobile-iOS,DIRECT,Added to Cart,,no,2024-03-11 15:47:32,193
CUST-01457,26/05/2024,Los Angeles;United States,Tablet-iPadOS,Direct,added to cart,N/A,0,06/13/2024 01:29 PM,1686
CUST-00605,08/04/2024,Chicago;United States,Mobile-Android,Direct,ADDED TO CART,,0,2024-08-08 10:42:42,854
CUST-00603,03/19/2024,Manchester;United Kingdom,MOBILE-ANDROID,Facebook Ads,checkout,n/a,no,29/03/2024 13:52,1144
CUST-01713,"Jun 02, 2024",New York;United States,desktop-windows,google search,purchased,£316.50,TRUE,2024-06-23T03:26:09,1337
CUST-00103,05/25/2024,Leeds;United Kingdom,Tablet-Android,instagram ads,purchased,USD 272.44,true,06/07/2024 09:52 AM,1705
CUST-00299,21-May-2024,Dublin;Ireland,mobile-ios, Facebook Ads,PURCHASED,£401.99,yes,2024-05-23T19:09:29,173
CUST-01180,14/11/2024,london;United Kingdom,desktop-windows,Direct,Added to Cart,n/a,N,18/11/2024 13:48,1117
 CUST-01166,20/10/2024,Leeds;United Kingdom,Mobile-iOS,Instagram Ads,Purchased ,$44.46,0,2024-11-05T20:55:30,911
CUST-00688,03/01/2024,Leeds;United Kingdom,Mobile-Android,Affiliate,checkout,,no,17/01/2024 00:21,
CUST-00920,05/06/2024,Birmingham;United Kingdom,mobile-ios,affiliate ,Viewed,,0,10/05/2024 17:59,1784
CUST-00173,"Aug 10, 2024",london;United Kingdom,Desktop-Windows,google search,Added to Cart,N/A,0,08/30/2024 11:13 AM,1491
CUST-00843,2024-04-14,Berlin;Germany,mobile-ios,Facebook Ads,Added to cart ,n/a,no,2024-04-14T15:22:51,456
CUST-01350,2024-05-25,manchester;United Kingdom,Desktop-macOS,affiliate ,added to cart,N/A,false,05/26/2024 10:18 PM,392
CUST-01615,"Aug 07, 2024",manchester;United Kingdom,desktop-windows,Instagram Ads, Viewed,n/a,false,2024-08-08T03:18:03,1030
CUST-00372,19-Dec-2024,london;United Kingdom,Desktop-Windows,direct,viewed,,FALSE,01/07/2025 06:07 AM,1396
CUST-00194,09/09/2024,Dublin;Ireland,desktop-windows, Facebook Ads,viewed,N/A,0,2024-09-11 02:47:18,229
CUST-00059,04/27/2024,New York;United States,MOBILE-ANDROID,instagram ads,viewed,,false,2024-05-11 16:06:09,1201
CUST-01202,"May 30, 2024",london;United Kingdom,Tablet-Android,Referral,Viewed,,FALSE,09/06/2024 16:43,86
CUST-00145,02/24/2024,London;United Kingdom,desktop-windows,email campaign, Viewed,n/a,0,2024-03-02T07:55:58,1232
CUST-01072,"Nov 02, 2024",new york;United States,mobile-ios,instagram ads,checkout,NULL,No,13/11/2024 21:40,324
CUST-00208,06/05/2024,Sydney;Australia,desktop-windows,Email  Campaign,Purchased ,$269.25,false,06/26/2024 01:24 PM,593
CUST-00475,2024-06-22,Melbourne;Australia,Tablet-Android,email campaign,Viewed,,N,2024-07-05 15:41:57,1188
CUST-01126,"Oct 31, 2024",LONDON;United Kingdom,desktop-windows,Google  Search,viewed,,No,11/08/2024 01:18 AM,31
CUST-00395,"Jun 30, 2024",Leeds;United Kingdom,Tablet-Android,Instagram Ads,ADDED TO CART,,0,02/07/2024 21:49,605
CUST-00485,"Feb 13, 2024",Paris;France,Desktop-macOS,Instagram Ads, Viewed,n/a,0,2024-02-23T00:44:32,1033
CUST-00139,01/24/2024,Dublin;Ireland,Mobile-iOS,google search,VIEWED,,No,05/02/2024 14:42,830
CUST-00042,24-Jan-2024,Los Angeles;United States,mobile-ios,Referral,Purchased ,£206.60,no,2024-02-13T02:59:06,1022
CUST-00210,2024-06-12,Berlin;Germany,Desktop-Windows,instagram ads, Viewed,NULL,false,12/06/2024 23:05,1420
CUST-00062,10/26/2024,Manchester;United Kingdom,MOBILE-ANDROID,Referral,ADDED TO CART,N/A,false,2024-10-27T21:52:21,851
CUST-01309,03/06/2024,Berlin;Germany,Desktop-macOS,Google Search, Viewed,n/a,0,08/03/2024 19:25,886
CUST-01605,"May 25, 2024",toronto;Canada,Tablet-Android,direct,ADDED TO CART,NULL,N,2024-06-03 15:13:42,1330
CUST-01465,"Feb 20, 2024",Manchester;United Kingdom,MOBILE-ANDROID,Google Search,Viewed,n/a,,2024-03-08 13:08:45,965
CUST-01655,25/07/2024,Berlin;Germany,mobile-ios,facebook ads,viewed,NULL,false,08/13/2024 03:02 AM,1242
CUST-00900,07/06/2024,New York;United States,Tablet-iPadOS,Google Search,Viewed,,N,2024-06-19 23:53:29,273
CUST-01676,2024-02-26,Dublin;Ireland,Desktop-macOS,FACEBOOK ADS,added to cart,,false,04/03/2024 23:57,1342
CUST-00941,2024-12-06,LONDON;United Kingdom,Desktop-macOS,google search,Viewed,,false,2024-12-10T01:52:52,1619
CUST-00095,"Mar 04, 2024",toronto;Canada,Tablet-iPadOS,Direct,CHECKOUT,n/a,,2024-03-06T07:23:57,1699
 CUST-00190,04/13/2024,Birmingham;United Kingdom,Desktop-macOS,facebook ads,added to cart,,,04/24/2024 09:45 AM,1371
CUST-01317,27/03/2024,new york;United States,Mobile-Android,Email Campaign,viewed,,,2024-03-27T11:55:02,923
CUST-01660,09/03/2024,Chicago;United States,Desktop-Windows,instagram ads,viewed,n/a,No,2024-09-19T08:40:56,223
CUST-01304,03/19/2024,Toronto;Canada,Mobile-iOS, Facebook Ads,viewed,n/a,no,2024-03-26 13:37:32,1047
CUST-00404,06/05/2024,Birmingham;United Kingdom,Mobile-iOS,Affiliate,Added to cart ,NULL,no,2024-06-05T14:10:03,788
CUST-00561,28-Nov-2024,Toronto;Canada,Desktop-macOS,FACEBOOK ADS,VIEWED,N/A,0,12/17/2024 03:39 PM,1686
CUST-00718,08/24/2024,Manchester;United Kingdom,MOBILE-ANDROID,Instagram Ads,PURCHASED,USD 331.75,FALSE,09/02/2024 08:48 PM,1157
CUST-01114,06/09/2024,manchester;United Kingdom,Tablet-Android, Facebook Ads,ADDED TO CART,N/A,false,06/09/2024 15:08,276
CUST-01096,"Feb 12, 2024",Paris;France,desktop-windows, Facebook Ads,Viewed,N/A,no,02/29/2024 07:38 AM,811
CUST-01012,"Jun 06, 2024",Manchester;United Kingdom,Tablet-iPadOS,DIRECT, Viewed,N/A,No,2024-06-23T14:42:47,1184
CUST-01609,04/27/2024,Los Angeles;United States,Mobile-iOS,Google Search,VIEWED,N/A,,2024-05-09T16:38:20,1114
CUST-00147,15-Oct-2024,Dublin;Ireland,mobile-ios,Affiliate,added to cart,NULL,,2024-10-21 12:16:28,852
CUST-01711,11-Apr-2024,Chicago;United States,Tablet-Android,google search,Viewed,n/a,FALSE,05/02/2024 06:21 AM,173
CUST-00946,09-Jan-2024,Birmingham;United Kingdom,mobile-ios,FACEBOOK ADS,Added to Cart,NULL,no,2024-01-27 17:44:01,1527
CUST-01561,2024-09-14,Los Angeles;United States,mobile-ios,facebook ads,added to cart,NULL,no,2024-09-22 07:31:49,374
CUST-00165,05/20/2024,new york;United States,Mobile-Android,Email  Campaign,viewed,,0,06/02/2024 11:23 AM,894
CUST-01485,03/30/2024,Paris;France,Mobile-iOS,facebook ads,added to cart,n/a,N,04/14/2024 03:44 PM,830
CUST-00662,17/08/2024,manchester;United Kingdom,Tablet-Android,Instagram Ads, Viewed,N/A,FALSE,08/23/2024 04:14 AM,851
CUST-01495,31/01/2024,New York;United States,Mobile-Android, Facebook Ads,Added to cart ,,0,2024-02-13T15:40:31,518
CUST-00833,08/10/2024,toronto;Canada,mobile-ios,email campaign,Viewed,n/a,no,2024-08-23 00:31:55,1483
CUST-01468,26/05/2024,manchester;United Kingdom,Mobile-Android,Email  Campaign,Checkout,n/a,No,2024-06-02 07:09:53,1370
CUST-01328,2024-11-04,New York;United States,Tablet-iPadOS,Affiliate,Added to Cart,n/a,0,2024-11-22T01:34:57,948
CUST-00308,21-Jan-2024,Los Angeles;United States,Desktop-macOS,Referral,PURCHASED,169.59,TRUE,2024-01-27 06:00:26,1683
CUST-00118,"Jan 20, 2024",Birmingham;United Kingdom,Mobile-iOS,Direct,viewed,n/a,N,01/20/2024 10:22 AM,701
CUST-01154,2024-06-02,Chicago;United States,Desktop-Windows,referral,VIEWED,NULL,no,06/22/2024 12:32 AM,626
CUST-00085,23/06/2024,New York;United States,mobile-ios,Google Search,Added to Cart,,false,30/06/2024 21:42,385
CUST-01685,07/07/2024,Paris;France,Desktop-Windows,Google  Search,Viewed,,0,2024-07-15T12:51:05,1758
CUST-01411,02-Jan-2024,manchester;United Kingdom,Desktop-macOS,referral,VIEWED,,FALSE,11/01/2024 17:14,359
CUST-01258,13-Mar-2024,Toronto;Canada,Tablet-Android,FACEBOOK ADS,added to cart,NULL,No,03/29/2024 09:13 PM,653
CUST-00332,04-Oct-2024,Chicago;United States,Desktop-Windows,Google Search,VIEWED,N/A,No,10/06/2024 12:45 AM,923
CUST-01013,22-Oct-2024,Manchester;United Kingdom,mobile-ios,DIRECT, Viewed,,No,03/11/2024 22:08,693
CUST-01594,18-Dec-2024,New York;United States,Mobile-iOS,direct,viewed,N/A,false,2024-12-23T22:27:15,207
CUST-01187,28/07/2024,London;United Kingdom,Mobile-iOS,Facebook Ads,PURCHASED, $99.13 ,Y,07/28/2024 01:45 AM,382
CUST-00380,10/06/2024,Los Angeles;United States,Tablet-iPadOS,Email Campaign,viewed,NULL,no,2024-10-21 10:28:27,300
 CUST-00681,04/13/2024,Berlin;Germany,desktop-windows,Email Campaign,PURCHASED,USD 225.26,0,2024-04-13T11:37:45,1577
CUST-00529,08-Mar-2024,london;United Kingdom,Desktop-Windows,DIRECT,viewed,NULL,false,03/18/2024 06:46 PM,1662
CUST-00507,08/04/2024,Leeds;United Kingdom,mobile-ios,FACEBOOK ADS,added to cart,N/A,FALSE,2024-04-09T17:53:49,1492
CUST-01225,2024-11-12,Chicago;United States,Tablet-Android,email campaign, Viewed,,no,11/25/2024 02:11 PM,1347
CUST-01092,08/11/2024,Birmingham;United Kingdom,Mobile-Android,DIRECT,viewed,n/a,0,14/11/2024 01:40,876
CUST-01473,08/03/2024,london;United Kingdom,Tablet-Android,DIRECT,Viewed,,N,2024-08-23T21:33:17,1391
CUST-01508,01/26/2024,Paris;France,Desktop-Windows,Google Search,checkout,N/A,,2024-01-31T06:51:34,795
CUST-00673,08-Sep-2024,Leeds;United Kingdom,mobile-ios,facebook ads,purchased, $292.41 ,No,09/27/2024 01:18 PM,1383
CUST-01359,05/28/2024,New York;United States,Desktop-Windows,Referral,ADDED TO CART,N/A,N,11/06/2024 00:14,1756
CUST-00806,2024-04-02,Leeds;United Kingdom,desktop-windows,affiliate ,VIEWED,N/A,false,11/04/2024 05:07,518
CUST-00887,02/09/2024,Toronto;Canada,Tablet-Android,Affiliate,Added to cart ,,no,16/02/2024 22:46,37
CUST-01395,26/11/2024,Manchester;United Kingdom,Tablet-Android,Google  Search, Viewed,n/a,,2024-12-09 15:20:34,1051
CUST-00685,2024-03-23,Birmingham;United Kingdom,MOBILE-ANDROID,DIRECT,Viewed,,0,03/04/2024 07:55,301
CUST-00627,02/20/2024,Los Angeles;United States,mobile-ios,affiliate ,added to cart,N/A,no,2024-02-23T06:30:43,190
CUST-00867,14-Jun-2024,Leeds;United Kingdom,Desktop-macOS,Email Campaign,CHECKOUT,n/a,FALSE,23/06/2024 09:43,300
CUST-00503,01/10/2024,new york;United States,Mobile-Android,email campaign, Viewed,N/A,no,10/05/2024 01:43 PM,153
CUST-01501,05/07/2024,toronto;Canada,Desktop-macOS,Direct, Viewed,n/a,FALSE,05/17/2024 02:48 AM,585
CUST-00748,03-Apr-2024,Chicago;United States,Tablet-iPadOS,referral, Viewed,,0,04/16/2024 05:35 AM,-50
CUST-01311,2024-02-21,Los Angeles;United States,MOBILE-ANDROID,facebook ads, Checkout ,N/A,no,02/03/2024 19:11,1776
CUST-00703,"Jan 05, 2024",Berlin;Germany,Desktop-macOS,email campaign,Viewed,N/A,no,11/01/2024 17:46,59
CUST-00414,12/15/2024,manchester;United Kingdom,Desktop-macOS,Referral,VIEWED,,false,2025-01-04 23:58:09,126
CUST-01382,03/07/2024,Los Angeles;United States,Mobile-Android,Google  Search,PURCHASED, $39.63 ,false,03/23/2024 03:31 AM,670
CUST-00203,01/11/2024,Los Angeles;United States,Desktop-Windows,Referral,Viewed,N/A,No,2024-01-17T21:18:04,1507
CUST-01647,"Jun 01, 2024",Sydney;Australia,Tablet-iPadOS,referral,ADDED TO CART,n/a,,13/06/2024 09:22,589
CUST-00469,"Oct 18, 2024",Birmingham;United Kingdom,Tablet-Android,Google  Search,viewed,,FALSE,2024-10-21 11:12:58,1767
CUST-01458,12-Mar-2024,Los Angeles;United States,Mobile-iOS,Google  Search,Added to Cart,,No,2024-03-26T13:18:07,613
 CUST-01544,2024-07-19,Berlin;Germany,Desktop-Windows,google search,Viewed,NULL,false,08/02/2024 03:46 PM,480
 CUST-01130,03-Mar-2024,Toronto;Canada,mobile-ios,Google Search,Viewed,n/a,false,2024-03-15T11:02:50,590
CUST-01437,2024-07-13,Toronto;Canada,desktop-windows,email campaign,added to cart,NULL,false,2024-07-22T15:56:37,204
CUST-00809,2024-03-24,Dublin;Ireland,desktop-windows,google search, Viewed,n/a,false,11/04/2024 17:06,315
CUST-01268,2024-05-24,Manchester;United Kingdom,Mobile-Android,Referral,Viewed,N/A,0,2024-05-30 06:24:15,643
CUST-00707,"Jul 10, 2024",Birmingham;United Kingdom,Desktop-macOS, Facebook Ads,added to cart,NULL,false,2024-07-18T00:10:48,211
CUST-01396,11/13/2024,London;United Kingdom,Desktop-Windows,Google  Search,CHECKOUT,N/A,No,16/11/2024 06:28,795
CUST-01610,08/16/2024,london;United Kingdom,mobile-ios,email campaign,added to cart,n/a,,2024-08-31T05:31:41,785
CUST-00329,2024-02-27,Leeds;United Kingdom,Mobile-Android,DIRECT,added to cart,N/A,no,2024-03-18T05:37:29,1603
CUST-01160,"Sep 27, 2024",Leeds;United Kingdom,Desktop-macOS,affiliate ,Added to cart ,,FALSE,2024-10-17T22:39:35,1189
CUST-00563,"Jul 21, 2024",New York;United States,desktop-windows,Email  Campaign,Added to cart ,N/A,0,25/07/2024 03:40,1508
CUST-01552,27/08/2024,Berlin;Germany,mobile-ios,affiliate ,ADDED TO CART,,No,2024-09-08 15:16:07,1160
CUST-01523,04/20/2024,Berlin;Germany,Tablet-iPadOS,Referral,Added to cart ,,false,2024-05-02T09:53:13,1264
 CUST-00254,13/08/2024,LONDON;United Kingdom,Tablet-Android,instagram ads,Purchased, $302.58 ,false,2024-08-15T16:01:46,1224
CUST-00230,2024-03-12,new york;United States,MOBILE-ANDROID,Google  Search,added to cart,NULL,,29/03/2024 06:53,863
CUST-00663,21/10/2024,Birmingham;United Kingdom,Tablet-iPadOS,Facebook Ads, Checkout ,,No,2024-11-09 06:59:35,
CUST-00788,13-Aug-2024,manchester;United Kingdom,Tablet-iPadOS,Facebook Ads,Viewed,n/a,no,08/15/2024 01:27 PM,357
CUST-01178,"Apr 04, 2024",Berlin;Germany,Desktop-macOS,google search,Purchased , $50.04 ,Y,07/04/2024 16:28,1500
CUST-01378,12-Jun-2024,Los Angeles;United States,Desktop-Windows,email campaign,Checkout,NULL,no,06/25/2024 08:24 PM,1733
CUST-01601,18/05/2024,Leeds;United Kingdom,Desktop-Windows,referral,purchased,$220.60,false,2024-05-29T19:55:54,1513
CUST-01061,13/10/2024,LONDON;United Kingdom,mobile-ios,affiliate ,VIEWED,NULL,,2024-11-01 07:39:17,291
CUST-01176,08/14/2024,Paris;France,Tablet-Android,Referral,ADDED TO CART,,no,2024-08-23 21:40:27,
CUST-00121,05/13/2024,New York;United States,Mobile-iOS, Facebook Ads,CHECKOUT,,false,06/02/2024 12:47 PM,288
CUST-01786,02/28/2024,Dublin;Ireland,Desktop-Windows,Google Search,added to cart,,N,2024-03-04T09:31:00,-58
CUST-01298,15/08/2024,Dublin;Ireland,Mobile-iOS,Affiliate,Added to cart ,n/a,no,16/08/2024 22:46,1269
CUST-00590,23/10/2024,Chicago;United States,Desktop-macOS,Facebook Ads,added to cart,NULL,,2024-10-30 16:26:47,553
CUST-00251,05-Dec-2024,Birmingham;United Kingdom,Tablet-Android,Google Search,checkout,NULL,no,06/12/2024 04:41,556
CUST-01449,01/28/2024,New York;United States,desktop-windows,DIRECT, Viewed,N/A,no,02/11/2024 11:14 PM,490
CUST-00891,04/09/2024,Melbourne;Australia,mobile-ios,Referral,ADDED TO CART,n/a,,09/14/2024 02:24 AM,1682
CUST-01076,"Sep 04, 2024",Dublin;Ireland,mobile-ios,Google  Search,CHECKOUT,,N,04/09/2024 11:03,951
CUST-00088,2024-03-04,Birmingham;United Kingdom,Desktop-Windows,DIRECT,viewed,NULL,N,24/03/2024 14:22,69
CUST-01588,30-Apr-2024,Dublin;Ireland,Mobile-Android,Google Search,checkout,N/A,no,05/17/2024 10:45 AM,157
CUST-01348,"Feb 10, 2024",Toronto;Canada,Desktop-Windows,Facebook Ads, Viewed,n/a,,29/02/2024 12:23,1182
CUST-00331,02/22/2024,London;United Kingdom,Desktop-Windows,Google  Search,PURCHASED,$351.16,Yes,2024-02-28 14:57:13,-80
CUST-01193,12/21/2024,Sydney;Australia,Tablet-Android,Instagram Ads,checkout,,false,07/01/2025 16:01,1440
CUST-01137,07-Apr-2024,Birmingham;United Kingdom,Mobile-iOS,Email Campaign,added to cart,n/a,No,10/04/2024 13:00,731
CUST-01211,04/12/2024,Leeds;United Kingdom,Mobile-iOS,email campaign,Added to Cart,N/A,No,15/04/2024 00:27,155
CUST-00423,04/30/2024,london;United Kingdom,Mobile-iOS,instagram ads,CHECKOUT,N/A,FALSE,01/05/2024 14:08,709
CUST-01132,"Dec 20, 2024",Chicago;United States,mobile-ios,Instagram Ads, Viewed,NULL,No,2025-01-02T02:15:41,400
CUST-00033,06/10/2024,Berlin;Germany,MOBILE-ANDROID,instagram ads,Purchased , $330.02 ,FALSE,2024-10-18 06:57:49,1372
CUST-01391,27/08/2024,Leeds;United Kingdom,Mobile-Android,direct,Viewed,NULL,0,09/16/2024 11:59 AM,
CUST-00690,"Sep 24, 2024",Chicago;United States,Desktop-Windows,Referral,purchased,USD 54.73,Yes,2024-10-05 00:23:00,121
CUST-01172,05/09/2024,Melbourne;Australia,Mobile-Android,google search,Checkout,NULL,FALSE,06/09/2024 06:04,1147
CUST-01636,2024-03-05,Berlin;Germany,Desktop-macOS,Direct,Added to cart ,N/A,N,16/03/2024 11:31,1652
CUST-01082,24-Sep-2024,Birmingham;United Kingdom,desktop-windows,Facebook Ads,CHECKOUT,N/A,N,2024-10-11T14:01:09,256
CUST-01399,26/09/2024,Leeds;United Kingdom,Tablet-iPadOS,referral, Viewed,,no,10/10/2024 05:08 AM,802
CUST-01700,"May 27, 2024",Chicago;United States,MOBILE-ANDROID, Facebook Ads,Added to Cart,n/a,No,06/04/2024 12:21 PM,1099
CUST-00269,03/05/2024,New York;United States,MOBILE-ANDROID,Instagram Ads,VIEWED,N/A,,2024-05-05 15:39:47,1373
CUST-00630,2024-08-23,london;United Kingdom,Desktop-Windows, Facebook Ads,Purchased ,$315.41,TRUE,2024-09-06 10:58:43,1166
CUST-01327,01/02/2024,New York;United States,Tablet-Android,email campaign,VIEWED,NULL,false,01/23/2024 12:41 AM,585
CUST-00921,27-Jul-2024,new york;United States,MOBILE-ANDROID,Referral,Purchased ,USD 98.73,Yes,2024-08-04T15:11:32,525
CUST-01145,2024-08-07,LONDON;United Kingdom,Desktop-macOS,email campaign,Checkout,NULL,FALSE,08/11/2024 09:44 PM,1663
CUST-01038,18-Dec-2024,Los Angeles;United States,Mobile-Android,DIRECT,Viewed,n/a,No,2025-01-06T14:45:52,300
CUST-00783,"Jul 21, 2024",Los Angeles;United States,Tablet-Android,Email Campaign,Added to cart ,N/A,,08/01/2024 07:50 PM,123
CUST-01167,01-Sep-2024,Toronto;Canada,Desktop-macOS,Instagram Ads,Viewed,N/A,no,09/15/2024 02:11 PM,369
CUST-01232,"Aug 20, 2024",Manchester;United Kingdom,Tablet-iPadOS,instagram ads,Viewed,NULL,,2024-08-31 23:56:37,1733
CUST-00548,2024-03-04,manchester;United Kingdom,Desktop-Windows,Instagram Ads,purchased,248.35,1,2024-03-18T17:44:46,903
CUST-00915,2024-09-23,manchester;United Kingdom,Tablet-iPadOS,Referral,VIEWED,,FALSE,2024-10-11 03:26:25,518
 CUST-00782,11/28/2024,Berlin;Germany,mobile-ios,FACEBOOK ADS,Viewed,n/a,FALSE,2024-12-03 11:05:42,1457
CUST-01016,20-Dec-2024,Toronto;Canada,mobile-ios,Instagram Ads, Viewed,,,2025-01-07 09:33:04,633
CUST-00899,2024-12-18,toronto;Canada,Desktop-macOS,google search, Viewed,n/a,FALSE,12/24/2024 10:19 PM,871
CUST-00291,17-Oct-2024,Toronto;Canada,Desktop-macOS,DIRECT,added to cart,,FALSE,2024-10-20T13:47:41,766
CUST-00167,2024-02-15,Chicago;United States,Desktop-macOS,Email Campaign,added to cart,N/A,N,2024-02-26 10:43:45,734
CUST-01526,01/26/2024,Berlin;Germany,Mobile-Android,FACEBOOK ADS,VIEWED,,false,2024-02-10 03:09:04,1712
CUST-01541,2024-02-07,Melbourne;Australia,Mobile-Android,Direct,added to cart,,,02/10/2024 09:35 AM,205
CUST-00183,2024-10-08,Melbourne;Australia,Mobile-Android,Google Search,checkout,N/A,No,2024-10-25T22:05:48,1335
CUST-00192,"Dec 25, 2024",london;United Kingdom,mobile-ios,email campaign,viewed,,0,12/28/2024 08:51 PM,669
CUST-01444,2024-12-27,toronto;Canada,Mobile-iOS,facebook ads, Checkout ,n/a,false,01/11/2025 12:08 AM,
CUST-00811,2024-06-25,Toronto;Canada,Mobile-Android,google search,purchased,£63.27,no,2024-07-01 17:22:15,1028
CUST-01755,06/30/2024,Chicago;United States,Tablet-iPadOS,Google Search,viewed,NULL,no,2024-07-14T16:11:22,946
CUST-00442,01/25/2024,new york;United States,Desktop-macOS,google search,Added to Cart,,no,2024-02-03 04:39:36,473
CUST-00271,2024-09-01,Paris;France,Desktop-macOS,Direct,viewed,NULL,N,2024-09-16T16:41:19,
CUST-00528,2024-12-03,Dublin;Ireland,desktop-windows,email campaign,ADDED TO CART,NULL,0,12/04/2024 05:47 PM,1450
CUST-00995,24-Jun-2024,Toronto;Canada,Mobile-Android,Instagram Ads,Viewed,NULL,no,2024-07-02 14:17:14,553
 CUST-01221,12-Nov-2024,Birmingham;United Kingdom,Mobile-Android,DIRECT,Purchased ,USD 417.21,yes,11/14/2024 08:54 PM,57
CUST-01068,2024-01-07,Paris;France,Mobile-Android,Direct,Added to Cart,NULL,no,01/10/2024 05:18 PM,751
CUST-00624,2024-06-26,London;United Kingdom,Tablet-iPadOS,Google Search,checkout,n/a,0,2024-07-02 13:30:02,
CUST-00390,13-Oct-2024,Dublin;Ireland,Tablet-Android, Facebook Ads,Added to Cart,N/A,N,10/24/2024 03:20 AM,1688
CUST-00352,2024-03-03,manchester;United Kingdom,desktop-windows,affiliate ,viewed,,false,03/07/2024 02:22 AM,170
CUST-01667,2024-12-31,Manchester;United Kingdom,Tablet-iPadOS,Facebook Ads,Added to Cart,,N,01/10/2025 09:39 AM,1748
CUST-00993,30/10/2024,manchester;United Kingdom,Desktop-macOS,Email Campaign,CHECKOUT,NULL,,18/11/2024 01:20,1187
CUST-01121,07/04/2024,toronto;Canada,mobile-ios,direct,Viewed,,no,27/04/2024 19:42,1377
